,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront
0,221900.0,0.0909090909090909,0.125,0.06716981132075472,0.003107510786939247,0.0,0
1,538000.0,0.0909090909090909,0.28125,0.1720754716981132,0.004071868910293493,0.4,0
2,180000.0,0.06060606060606061,0.125,0.036226415094339624,0.005742534553642117,0.0,0
3,604000.0,0.12121212121212122,0.375,0.12603773584905661,0.0027137716034089333,0.0,0
4,510000.0,0.0909090909090909,0.25,0.1049056603773585,0.0045794895807525745,0.0,0
5,1230000.0,0.12121212121212122,0.5624999999999999,0.38716981132075473,0.06142937015662944,0.0,0
6,257500.0,0.0909090909090909,0.28125,0.10754716981132076,0.003815635564703766,0.4,0
7,291850.0,0.0909090909090909,0.1875,0.05811320754716981,0.005567472055118639,0.0,0
8,229500.0,0.0909090909090909,0.125,0.11245283018867926,0.0042099805008241255,0.0,0
9,323000.0,0.0909090909090909,0.3125,0.12075471698113208,0.0036587456438816864,0.4,0
10,662500.0,0.0909090909090909,0.3125,0.2467924528301887,0.005618961025272603,0.0,0
11,468000.0,0.06060606060606061,0.125,0.06566037735849058,0.00331952419345557,0.0,0
12,310000.0,0.0909090909090909,0.125,0.0860377358490566,0.01174009094769387,0.2,0
13,400000.0,0.0909090909090909,0.21875,0.08150943396226416,0.005548693724827194,0.0,0
14,530000.0,0.15151515151515152,0.25,0.11471698113207549,0.0026229087149019373,0.2,0
15,650000.0,0.12121212121212122,0.375,0.2007547169811321,0.0027137716034089333,0.4,0
16,395000.0,0.0909090909090909,0.25,0.12075471698113208,0.00818977501743053,0.4,0
17,485000.0,0.12121212121212122,0.125,0.0988679245283019,0.0022897447903762864,0.2,0
18,189000.0,0.06060606060606061,0.125,0.06867924528301887,0.005651671665135122,0.0,0
19,230000.0,0.0909090909090909,0.125,0.07245283018867925,0.005605634468291577,0.0,0
20,385000.0,0.12121212121212122,0.21875,0.10037735849056605,0.002701656551608,0.0,0
21,2000000.0,0.0909090909090909,0.34375,0.20830188679245284,0.026863310110798205,0.0,0
22,285000.0,0.15151515151515152,0.3125,0.14943396226415095,0.003501249970469561,0.4,0
23,252700.0,0.06060606060606061,0.1875,0.0588679245283019,0.005526280878995468,0.0,0
24,329000.0,0.0909090909090909,0.28125,0.1630188679245283,0.003622400488478888,0.4,0
25,233000.0,0.0909090909090909,0.25,0.10716981132075472,0.0025302285686248016,0.2,0
26,937000.0,0.0909090909090909,0.21875,0.1630188679245283,0.0013150888729912488,0.4,0
27,667000.0,0.0909090909090909,0.125,0.08377358490566039,0.0006427034980394811,0.2,0
28,438000.0,0.0909090909090909,0.21875,0.09283018867924528,0.003549710177673292,0.0,0
29,719000.0,0.12121212121212122,0.3125,0.1720754716981132,0.004030071981580275,0.4,0
30,580500.0,0.0909090909090909,0.3125,0.1532075471698113,0.002095903961561363,0.4,0
31,280000.0,0.06060606060606061,0.1875,0.0679245283018868,0.00045128567958474476,0.8,0
32,687500.0,0.12121212121212122,0.21875,0.1539622641509434,0.0027137716034089333,0.2,0
33,535000.0,0.0909090909090909,0.125,0.060377358490566045,0.0015022664233156591,0.2,0
34,322500.0,0.12121212121212122,0.34375,0.13358490566037737,0.0037187151502963032,0.0,0
35,696000.0,0.0909090909090909,0.3125,0.15169811320754717,0.0015386115787184575,0.2,0
36,550000.0,0.12121212121212122,0.125,0.10339622641509436,0.02079427491112095,0.0,0
37,640000.0,0.12121212121212122,0.25,0.15622641509433963,0.00331952419345557,0.4,0
38,240000.0,0.12121212121212122,0.125,0.07018867924528302,0.0045764608178023415,0.0,0
39,605000.0,0.12121212121212122,0.3125,0.1758490566037736,0.004260257965797997,0.4,0
40,625000.0,0.12121212121212122,0.3125,0.1720754716981132,0.003028762950233184,0.4,0
41,775000.0,0.12121212121212122,0.28125,0.29660377358490564,0.01433574079604371,0.0,0
42,861990.0,0.15151515151515152,0.34375,0.24943396226415096,0.003100847508448734,0.4,0
43,685000.0,0.0909090909090909,0.125,0.09660377358490566,0.0010661245584820806,0.4,0
44,309000.0,0.0909090909090909,0.125,0.07471698113207549,0.005534155662666075,0.0,0
45,488000.0,0.0909090909090909,0.3125,0.21660377358490565,0.00792506113558015,0.4,0
46,210490.0,0.0909090909090909,0.125,0.052830188679245285,0.004850866741093468,0.0,0
47,785000.0,0.12121212121212122,0.3125,0.15094339622641512,0.007811785401241429,0.4,0
48,450000.0,0.0909090909090909,0.21875,0.07245283018867925,0.0032971113476238443,0.0,0
49,1350000.0,0.0909090909090909,0.3125,0.1858867924528302,0.03906195576915738,0.0,1
50,228000.0,0.0909090909090909,0.125,0.0679245283018868,0.005257326729014761,0.0,0
51,345000.0,0.15151515151515152,0.3125,0.2158490566037736,0.005217952810661729,0.0,0
52,600000.0,0.0909090909090909,0.21875,0.08452830188679247,0.0021564792205660266,0.0,0
53,585000.0,0.06060606060606061,0.21875,0.12754716981132075,0.004864193298074494,0.0,0
54,920000.0,0.15151515151515152,0.28125,0.18415094339622642,0.00331952419345557,0.2,0
55,885000.0,0.12121212121212122,0.3125,0.19169811320754718,0.0027137716034089333,0.4,0
56,292500.0,0.12121212121212122,0.3125,0.14792452830188682,0.0024078665454353816,0.4,0
57,301000.0,0.0909090909090909,0.3125,0.16075471698113208,0.002562333455897274,0.4,0
58,951000.0,0.15151515151515152,0.40625,0.22339622641509435,0.008372712299624614,0.4,0
59,430000.0,0.12121212121212122,0.375,0.11773584905660378,0.005727996491480997,0.4,0
